title,year,review_text,rating,source
City Lights,1931,"A hapless but resilient tramp (Charlie Chaplin) falls in love with a blind flower girl (Virginia Cherrill) on the tough city streets. Upon learning that she and her grandmother are to be evicted from their home, the tramp undertakes a series of attempts to provide them with the money they need, all of which end in humiliating failure. But after a drunken millionaire (Harry Myers) lavishly rewards him for saving his life, the tramp can change the flower girl's life forever.",98.0,RottenTomatoes
The Artist,2011,"In the 1920s, actor George Valentin (Jean Dujardin) is a bona fide matinee idol with many adoring fans. While working on his latest film, George finds himself falling in love with an ingenue named Peppy Miller (Bérénice Bejo) and, what's more, it seems Peppy feels the same way. But George is reluctant to cheat on his wife with the beautiful young actress. The growing popularity of sound in movies further separates the potential lovers, as George's career begins to fade while Peppy's star rises.",95.0,RottenTomatoes
The Best Years of Our Lives,1946,"Fred, Al and Homer are three World War II veterans facing difficulties as they re-enter civilian life. Fred (Dana Andrews) is a war hero who, unable to compete with more highly skilled workers, has to return to his low-wage soda jerk job. Bank executive Al (Fredric March) gets into trouble for offering favorable loans to veterans. After losing both hands in the war, Homer (Harold Russell) returns to his loving fiancée, but must struggle to adjust.",97.0,RottenTomatoes
Roman Holiday,1953,"Overwhelmed by her suffocating schedule, touring European princess Ann (Audrey Hepburn) takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley (Gregory Peck),who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way.",97.0,RottenTomatoes
Gone With the Wind,1939,"Presented as originally released in 1939. Includes themes and character depictions which may be offensive and problematic to contemporary audiences. Epic Civil War drama focuses on the life of petulant Southern belle Scarlett O'Hara. Starting with her idyllic life on a sprawling plantation, the film traces her survival through the tragic history of the South during the Civil War and Reconstruction, and her tangled love affairs with Ashley Wilkes and Rhett Butler.",91.0,RottenTomatoes
Her,2013,"A sensitive and soulful man earns a living by writing personal letters for other people. Left heartbroken after his marriage ends, Theodore (Joaquin Phoenix) becomes fascinated with a new operating system which reportedly develops into an intuitive and unique entity in its own right. He starts the program and meets ""Samantha"" (Scarlett Johansson), whose bright voice reveals a sensitive, playful personality. Though ""friends"" initially, the relationship soon deepens into love.",94.0,RottenTomatoes
Ash Is Purest White,2018,"In an industrial city in China, a young dancer named Qiao falls in love with a mobster named Bin. When a fight breaks out between rival gangs, Qiao uses a gun to protect Bin and is sent to prison for five years.",99.0,RottenTomatoes
The African Queen,1951,"After religious spinster's (Katharine Hepburn) missionary brother is killed in WWI Africa, dissolute steamer captain (Humphrey Bogart) offers her safe passage. She's not satisfied so she persuades him to destroy a German gunboat. The two spend most of their time fighting with each other rather than the Germans. Time alone on the river leads to love.",98.0,RottenTomatoes
In a Lonely Place,1950,"Hollywood screenwriter Dixon Steele (Humphrey Bogart) and his neighbor Laurel (Gloria Grahame) are just getting to know each other romantically when the police begin questioning Dixon about his involvement in the murder of a girl he met once. Certain her new love interest is innocent, Laurel stands by Dixon, but as the police continue pressing him, Dixon begins to act increasingly erratically. The blossoming love affair suffers as Laurel begins to wonder if Dixon really might be a killer.",98.0,RottenTomatoes
Annie Hall,1977,"Comedian Alvy Singer (Woody Allen) examines the rise and fall of his relationship with struggling nightclub singer Annie Hall (Diane Keaton). Speaking directly to the audience in front of a bare background, Singer reflects briefly on his childhood and his early adult years before settling in to tell the story of how he and Annie met, fell in love, and struggled with the obstacles of modern romance, mixing surreal fantasy sequences with small moments of emotional drama.",96.0,RottenTomatoes
The Lost Weekend,1945,"Writer Don Birnam (Ray Milland) is on the wagon. Sober for only a few days, Don is supposed to be spending the weekend with his brother, Wick (Phillip Terry), but, eager for a drink, Don convinces his girlfriend (Jane Wyman) to take Wick to a show. Don, meanwhile, heads to his local bar and misses the train out of town. After recounting to the bartender (Howard da Silva) how he developed a drinking problem, Don goes on a weekend-long bender that just might prove to be his last.",98.0,RottenTomatoes
Beauty and the Beast,1946,"The story of a gentle-hearted beast in love with a simple and beautiful girl. She is drawn to the repellent but strangely fascinating Beast, who tests her fidelity by giving her a key, telling her that if she doesn't return it to him by a specific time, he will die of grief. She is unable to return the key on time, but it is revealed that the Beast is the genuinely handsome one. A simple tale of tragic love that turns into a surreal vision of death, desire, and beauty.",95.0,RottenTomatoes
Miracle on 34th Street,1947,"In this Christmas classic, an old man going by the name of Kris Kringle (Edmund Gwenn) fills in for an intoxicated Santa in Macy's annual Thanksgiving Day parade. Kringle proves to be such a hit that he is soon appearing regularly at the chain's main store in midtown Manhattan. When Kringle surprises customers and employees alike by claiming that he really is Santa Claus, it leads to a court case to determine his mental health and, more importantly, his authenticity.",96.0,RottenTomatoes
Only Yesterday,1991,A put-upon 27-year-old Japanese office worker travels to the countryside and reminisces about her childhood in Tokyo and what life could have been.,100.0,RottenTomatoes
Gentlemen Prefer Blondes,1953,"Lorelei Lee (Marilyn Monroe) is a beautiful showgirl engaged to be married to the wealthy Gus Esmond (Tommy Noonan), much to the disapproval of Gus' rich father, Esmond Sr., who thinks that Lorelei is just after his money. When Lorelei goes on a cruise accompanied only by her best friend, Dorothy Shaw (Jane Russell), Esmond Sr. hires Ernie Malone (Elliott Reid), a private detective, to follow her and report any questionable behavior that would disqualify her from the marriage.",98.0,RottenTomatoes
Sideways,2004,"Struggling writer and wine enthusiast Miles (Paul Giamatti) takes his engaged friend, Jack (Thomas Haden Church), on a trip to wine country for a last single-guy bonding experience. While Miles wants to relax and enjoy the wine, Jack is in search of a fling before his wedding. Soon Jack is sleeping with Stephanie (Sandra Oh), while her friend Maya (Virginia Madsen) connects with Miles. When Miles lets slip that Jack is getting married, both women are furious, sending the trip into disarray.",97.0,RottenTomatoes
Beauty and the Beast,1991,"An arrogant young prince (Robby Benson) and his castle's servants fall under the spell of a wicked enchantress, who turns him into the hideous Beast until he learns to love and be loved in return. The spirited, headstrong village girl Belle (Paige O'Hara) enters the Beast's castle after he imprisons her father Maurice (Rex Everhart). With the help of his enchanted servants, including the matronly Mrs. Potts (Angela Lansbury), Belle begins to draw the cold-hearted Beast out of his isolation.",94.0,RottenTomatoes
The Princess Bride,1987,"A fairy tale adventure about a beautiful young woman and her one true love. He must find her after a long separation and save her. They must battle the evils of the mythical kingdom of Florin to be reunited with each other. Based on the William Goldman novel ""The Princess Bride"" which earned its own loyal audience.",97.0,RottenTomatoes
Children of Paradise,1945,"In this expansive drama, the lovely and enigmatic Parisian actress Garance (Arletty) draws the attention of various men in her orbit, including the thoughtful mime Baptiste (Jean-Louis Barrault) and the ambitious actor Frédérick (Pierre Brasseur). Though Garance and Baptiste have an undeniable connection, their fortunes shift considerably, pushing them apart as well as bringing them back together, even as they pursue other relationships and lead separate lives.",98.0,RottenTomatoes
Three Colors: Red,1994,"Part-time model Valentine (Irène Jacob) meets a retired judge (Jean-Louis Trintignant) who lives in her neighborhood after she runs over his dog. At first the judge gifts Valentine with the dog, but her possessive boyfriend won't allow her to keep it. When she returns with the dog to the judge's house, she discovers him listening in on his neighbors' phone conversations. At first Valentine is outraged, but her debates with the judge over his behavior soon leads them to form a strange bond.",100.0,RottenTomatoes
Marty,1955,"This acclaimed romantic drama follows the life of Marty Piletti (Ernest Borgnine), a stout bachelor butcher who lives with his mother (Esther Minciotti) in the Bronx. Always unlucky in love, Marty reluctantly goes out to a ballroom one night and meets a nice teacher named Clara (Betsy Blair). Though Marty and Clara hit it off, his relatives discourage him from pursuing the relationship, and he must decide between his family's approval or a shot at finding romance.",98.0,RottenTomatoes
God's Own Country,2017,A young farmer numbs his frustrations with drinking and casual sex until a Romanian migrant worker sets him on a new path.,98.0,RottenTomatoes
Saint Frances,2019,"After an abortion, a deadbeat nanny finds friendship with the 6-year-old she's hired to watch.",99.0,RottenTomatoes
Bringing Up Baby,1938,"Harried paleontologist David Huxley (Cary Grant) has to make a good impression on society matron Mrs. Random (May Robson), who is considering donating one million dollars to his museum. On the day before his wedding, Huxley meets Mrs. Random's high-spirited young niece, Susan Vance (Katharine Hepburn), a madcap adventuress who immediately falls for the straitlaced scientist. The ever-growing chaos -- including a missing dinosaur bone and a pet leopard -- threatens to swallow him whole.",93.0,RottenTomatoes
Henry V,1989,"In this gritty screen adaptation of Shakespeare's play about the heroic and ruthless king, Henry V of England (Kenneth Branagh) determines to lay claim to the kingdom of France. Henry's self-doubt and the diminished morale of his army stand in the way of a victory that would unite the two countries and provide Henry with a queen (Emma Thompson). However, his sheer determination and his impassioned speeches ready his men for the bloodiest of battles -- Agincourt.",100.0,RottenTomatoes
Groundhog Day,1993,"Phil (Bill Murray), a weatherman, is out to cover the annual emergence of the groundhog from its hole. He gets caught in a blizzard that he didn't predict and finds himself trapped in a time warp. He is doomed to relive the same day over and over again until he gets it right.",96.0,RottenTomatoes
Sunrise,1927,"Bored with his wife (Janet Gaynor), their baby and the dull routine of farm life, a farmer (George O'Brien) falls under the spell of a flirtatious city girl (Margaret Livingston) who convinces him to drown his wife so they can escape together. When his wife becomes suspicious of his plan and runs away to the city, the farmer pursues her, slowly regaining her trust as the two rediscover their love for each other in this award-winning silent classic.",98.0,RottenTomatoes
The Hustler,1961,Story Fast Eddie Felsen (Paul Newman) and his adventures in the world of professional pool. Fast Eddie is a young hopeful on his way to challenging Minnesota Fats (Jackie Gleason) for his world title. When he starts getting feelings for a woman he gets into a dilemma.,98.0,RottenTomatoes
You Can't Take It With You,1938,"Sweet-natured Alice Sycamore (Jean Arthur) falls for banker's son Tony Kirby (James Stewart). But when she invites her snooty prospective in-laws to dinner to give their blessing to the marriage, Alice's peculiar extended family -- including philosophical grandfather Martin Vanderhof (Lionel Barrymore), hapless fledgling ballerina sister Essie (Ann Miller) and fireworks enthusiast father, Paul (Samuel S. Hinds) -- might be too eccentric for the staid Kirbys.",93.0,RottenTomatoes
Before Sunrise,1995,"On his way to Vienna, American Jesse (Ethan Hawke) meets Celine (Julie Delpy), a student returning to Paris. After long conversations forge a surprising connection between them, Jesse convinces Celine to get off the train with him in Vienna. Since his flight to the U.S. departs the next morning and he has no money for lodging, they wander the city together, taking in the experiences of Vienna and each other. As the night progresses, their bond makes separating in the morning a difficult choice.",100.0,RottenTomatoes
Cold War,2018,"Set against the backdrop of the 1950s Cold War in Poland, two people of differing backgrounds and temperaments begin an almost impossible romance.",92.0,RottenTomatoes
Your Name,2016,A teenage boy and girl embark on a quest to meet each other for the first time after they magically swap bodies.,98.0,RottenTomatoes
Slumdog Millionaire,2008,"As 18-year-old Jamal Malik (Dev Patel) answers questions on the Indian version of ""Who Wants to Be a Millionaire,"" flashbacks show how he got there. Part of a stable of young thieves after their mother dies, Jamal and his brother, Salim, survive on the streets of Mumbai. Salim finds the life of crime agreeable, but Jamal scrapes by with small jobs until landing a spot on the game show.",91.0,RottenTomatoes
Wings of Desire,1987,"Two angels, Damiel (Bruno Ganz) and Cassiel (Otto Sander), glide through the streets of Berlin, observing the bustling population, providing invisible rays of hope to the distressed but never interacting with them. When Damiel falls in love with lonely trapeze artist Marion (Solveig Dommartin), the angel longs to experience life in the physical world, and finds--with some words of wisdom from actor Peter Falk (playing himself) -- that it might be possible for him to take human form.",98.0,RottenTomatoes
To Catch a Thief,1955,"Notorious cat burglar John Robie (Cary Grant) has long since retired to tend vineyards on the French Riviera. When a series of robberies is committed in his style, John must clear his name. Armed with a list of people who own the most expensive jewels currently in the area, John begins following the first owner, young Francie (Grace Kelly). When her jewels are stolen, Francie suspects John, destroying their tentative romance. John goes on the lam to catch the thief and clear his own name.",96.0,RottenTomatoes
Enough Said,2013,"Eva (Julia Louis-Dreyfus), a divorced single parent, seems generally happy but dreads her daughter's departure for college. Unexpectedly, Eva begins a romance with Albert (James Gandolfini), a nice man with whom she has much in common. Meanwhile, Eva finds a new friend in Marianne (Catherine Keener), a poet who is just about perfect except for one thing: She constantly denigrates her ex-husband -- Albert. The more Eva hears, the more she doubts her relationship with him.",95.0,RottenTomatoes
The Apartment,1960,"Insurance worker C.C. Baxter (Jack Lemmon) lends his Upper West Side apartment to company bosses to use for extramarital affairs. When his manager Mr. Sheldrake (Fred MacMurray) begins using Baxter's apartment in exchange for promoting him, Baxter is disappointed to learn that Sheldrake's mistress is Fran Kubelik (Shirley MacLaine), the elevator girl at work whom Baxter is interested in himself. Soon Baxter must decide between the girl he loves and the advancement of his career.",93.0,RottenTomatoes
Bull Durham,1988,"In Durham, N.C., the Bulls minor league baseball team has one asset no other can claim: a poetry-loving groupie named Annie Savoy (Susan Sarandon). As the team's season begins, Annie selects brash new recruit Ebby Calvin Laloosh (Tim Robbins), whom she christens ""Nuke,"" to inspire with the religion of baseball. Nuke also receives guidance from veteran player Crash Davis (Kevin Costner), who settles Nuke's erratic pitching and teaches him to follow the catcher's lead.",97.0,RottenTomatoes
The Young Girls of Rochefort,1967,"Delphine (Catherine Deneuve) and Solange (Françoise Dorléac) are twin sisters who each want to find romance and leave their small seaside town of Rochefort, France. Soon they befriend a couple of visiting carnival workers who frequent their lonely mother's (Danielle Darrieux) café and hire the girls to sing in the carnival. Wanting a career as a songwriter, Solange falls for an American musician, Andy (Gene Kelly), while Delphine dumps her beau and searches Rochefort for her ideal man.",98.0,RottenTomatoes
"Crouching Tiger, Hidden Dragon",2000,"In 19th century Qing Dynasty China, a warrior (Chow Yun-Fat) gives his sword, Green Destiny, to his lover (Michelle Yeoh) to deliver to safe keeping, but it is stolen, and the chase is on to find it. The search leads to the House of Yu where the story takes on a whole different level.",97.0,RottenTomatoes
Atlantics,2019,"After the bodies of his friends feeling Senegal for Europe wash up on a shore, a young woman assumes that her missing lover is dead.",96.0,RottenTomatoes
Border,2018,"Customs officer Tina is known for her extraordinary sense of smell. It's almost as if she can sniff out the guilt on anyone hiding something. But when Vore, a suspicious-looking man, walks past her, her abilities are challenged for the first time ever. Tina can sense Vore is hiding something she can't identify. Even worse, she feels a strange attraction to him. As Tina develops a special bond with Vore and discovers his true identity, she also realizes the truth about herself.",97.0,RottenTomatoes
Titanic,1997,"James Cameron's ""Titanic"" is an epic, action-packed romance set against the ill-fated maiden voyage of the R.M.S. Titanic; the pride and joy of the White Star Line and, at the time, the largest moving object ever built. She was the most luxurious liner of her era -- the ""ship of dreams"" -- which ultimately carried over 1,500 people to their death in the ice cold waters of the North Atlantic in the early hours of April 15, 1912.",89.0,RottenTomatoes
Lost in Translation,2003,"A lonely, aging movie star named Bob Harris (Bill Murray) and a conflicted newlywed, Charlotte (Scarlett Johansson), meet in Tokyo. Bob is there to film a Japanese whiskey commercial; Charlotte is accompanying her celebrity-photographer husband. Strangers in a foreign land, the two find escape, distraction and understanding amidst the bright Tokyo lights after a chance meeting in the quiet lull of the hotel bar. They form a bond that is as unlikely as it is heartfelt and meaningful.",95.0,RottenTomatoes
Say Anything...,1989,"In a charming, critically acclaimed tale of first love, Lloyd (John Cusack), an eternal optimist, seeks to capture the heart of Diane (Ione Skye), an unattainable high-school beauty and straight-A student. It surprises just about everyone when she returns the sentiment. But Diane's overly possessive, divorced father (John Mahoney) doesn't approve and it will take more than the power of love to conquer all.",98.0,RottenTomatoes
Blue,1993,"Julie (Juliette Binoche) is haunted by her grief after living through a tragic auto wreck that claimed the life of her composer husband and young daughter. Her initial reaction is to withdraw from her relationships, lock herself in her apartment and suppress her pain. But avoiding human interactions on the bustling streets of Paris proves impossible, and she eventually meets up with Olivier (Benoît Régent), an old friend who harbors a secret love for her, and who could draw her back to reality.",98.0,RottenTomatoes
Elevator to the Gallows,1958,"Restless femme fatale Florence Carala (Jeanne Moreau) recruits her lover, Julien Tavernier (Maurice Ronet), to murder her wealthy husband, Simon (Jean Wall), in his office and make it appear like a suicide. Tavernier does the dirty deed eagerly, but becomes trapped in an elevator when he returns to remove a key piece of evidence he had accidentally left behind. Tavernier's unfortunate oversight sets into motion a dark ripple of events that bloodies the cold Paris night.",93.0,RottenTomatoes
The Lunchbox,2013,"Lonely housewife Ila (Nimrat Kaur) decides to try adding some spice to her stale marriage by preparing a special lunch for her neglectful husband. Unfortunately, the delivery goes astray and winds up in the hands of Saajan (Irrfan Khan), an irritable widower. Curious about her husband's lack of response, Ila adds a note to the next day's lunchbox, and thus begins an unusual friendship in which Saajan and Ila can talk about their joys and sorrows without ever meeting in person.",97.0,RottenTomatoes
A Girl Walks Home Alone at Night,2014,Residents of a worn-down Iranian city encounter a skateboarding vampire (Sheila Vand) who preys on men who disrespect women.,96.0,RottenTomatoes
Sense and Sensibility,1995,"When Elinor Dashwood's (Emma Thompson) father dies, her family's finances are crippled. After the Dashwoods move to a cottage in Devonshire, Elinor's sister Marianne (Kate Winslet) is torn between the handsome John Willoughby (Greg Wise) and the older Colonel Brandon (Alan Rickman). Meanwhile, Elinor's romantic hopes with Edward Ferrars (Hugh Grant) are hindered due to his prior engagement. Both Elinor and Marianne strive for love while the circumstances in their lives constantly change.",97.0,RottenTomatoes
The Half of It,2020,"A shy, introverted student helps the school jock woo a girl whom, secretly, they both want.",97.0,RottenTomatoes
West Side Story,1961,"A musical in which a modern day Romeo and Juliet are involved in New York street gangs. On the harsh streets of the upper west side, two gangs battle for control of the turf. The situation becomes complicated when a gang members falls in love with a rival's sister.",92.0,RottenTomatoes
My Beautiful Laundrette,1985,"In a seedy corner of London, Omar (Gordon Warnecke), a young Pakistani, is given a run-down laundromat by his uncle (Saeed Jaffrey), who hopes to turn it into a successful business. Soon after, Omar is attacked by a group of racist punks, but defuses the situation when he realizes their leader is his former lover, Johnny (Daniel Day-Lewis). The men resume their relationship and rehabilitate the laundromat together, but various social forces threaten to compromise their success.",98.0,RottenTomatoes
From Here to Eternity,1953,"At an Army barracks in Hawaii in the days preceding the attack on Pearl Harbor, lone-wolf soldier and boxing champion ""Prew"" Prewitt (Montgomery Clift) refuses to box, preferring to play the bugle instead. Hard-hearted Capt. Holmes (Philip Ober) subjects Prew to a grueling series of punishments while, unknown to Holmes, the gruff but fair Sgt. Warden (Burt Lancaster) engages in a clandestine affair with the captain's mistreated wife (Deborah Kerr).",92.0,RottenTomatoes
Foreign Correspondent,1940,"Crime reporter John Jones (Joel McCrea) is turning in nothing but dull copy. His editor, unhappy with his work, hopes a change of scenery will be the thing Jones needs to get back on track. Re-assigned to Europe as a foreign correspondent, Jones is very much out of his element. When he stumbles on a spy ring, he feels ill-equipped to unravel the truth alone and he seeks help from a beautiful politician's daughter (Laraine Day) and an urbane English journalist (George Sanders).",95.0,RottenTomatoes
Four Weddings and a Funeral,1994,"Lovable Englishman Charles (Hugh Grant) and his group of friends seem to be unlucky in love. When Charles meets a beautiful American named Carrie (Andie MacDowell) at a wedding, he thinks his luck may have changed. But, after one magical night, Carrie returns to the States, ending what might have been. As Charles and Carrie's paths continue to cross -- over a handful of nuptials and one funeral -- he comes to believe they are meant to be together, even if their timing always seems to be off.",96.0,RottenTomatoes
Shakespeare in Love,1998,"""Shakespeare in Love"" is a romantic comedy for the 1990s set in the 1590s. It imaginatively unfolds the witty, sexy and timeless tale behind the creation of the greatest love story ever told. A young Shakespeare (Joseph Fiennes) is out of cash and ideas, he meets his ideal woman and she inspires him to write one of his most famous plays.",92.0,RottenTomatoes
Midnight in Paris,2011,"Gil Pender (Owen Wilson) is a screenwriter and aspiring novelist. Vacationing in Paris with his fiancee (Rachel McAdams), he has taken to touring the city alone. On one such late-night excursion, Gil encounters a group of strange -- yet familiar -- revelers, who sweep him along, apparently back in time, for a night with some of the Jazz Age's icons of art and literature. The more time Gil spends with these cultural heroes of the past, the more dissatisfied he becomes with the present.",93.0,RottenTomatoes
Manhattan,1979,"Director Woody Allen's love letter to New York City stars Allen as frustrated television writer Isaac Davis, a twice-divorced malcontent facing middle age alone after his wife, Jill (Meryl Streep), leaves him for a woman. Isaac is dating fresh-faced Tracy (Mariel Hemingway), a high school girl he knows is wrong for him, and begins to wonder if he and brainy writer Mary (Diane Keaton), the mistress of his best friend, Yale (Michael Murphy), might make a better couple.",94.0,RottenTomatoes
Gilda,1946,"Johnny Farrell (Glenn Ford) is a small-time American gambler, newly arrived in Buenos Aires, Argentina. When he is caught cheating at a game of blackjack, Farrell manages to talk his way into a job with the casino's owner, the powerful Ballin Mundson (George Macready). The two form an uneasy partnership based off their mutual lack of scruples until Mundson introduces Farrell to his beautiful new wife, Gilda (Rita Hayworth), who just happens to be Farrell's ex-lover.",90.0,RottenTomatoes
Masculine-Feminine,1966,"Paul (Jean-Pierre Léaud), a young idealist trying to figure out what he wants to do with his life, takes a job interviewing people for a marketing research firm. He moves in with aspiring pop singer Madeleine (Chantal Goya), and their affair often involves her two sexy roommates. Paul, however, is disillusioned by the growing commercialism in society, while Madeleine just wants to be successful. The story is told in a series of 15 unrelated vignettes.",95.0,RottenTomatoes
Up in the Air,2009,"An idea from a young, new co-worker (Anna Kendrick) would put an end to the constant travel of corporate downsizer Ryan Bingham (George Clooney), so he takes her on a tour to demonstrate the importance of face-to-face meetings with those they must fire. While mentoring his colleague, he arranges hookups with another frequent-flier (Vera Farmiga), and his developing feelings for the woman prompt him to see others in a new light.",90.0,RottenTomatoes
Gloria Bell,2018,"A free-spirited divorcee spends her nights on the dance floor, joyfully letting loose at clubs around Los Angeles. She soon finds herself thrust into an unexpected new romance, filled with the joys of budding love and the complications of dating.",91.0,RottenTomatoes
Dave,1993,"Shifty White House chief of staff Bob Alexander (Frank Langella) hatches a scheme to use a double for the president (Kevin Kline) at a public photo opportunity. Small business owner Dave Kovic (Kline) fits the bill, but after the president suffers a debilitating stroke, opportunist Alexander arranges for Dave to step in full time without even informing the First Lady (Sigourney Weaver). It doesn't take long before the press, the nation and the president's wife realize something is different.",95.0,RottenTomatoes
Enchanted,2007,"Banished by an evil queen, Princess Giselle (Amy Adams) from a fairy-tale world lands in modern Manhattan, where music, magic and ""happily ever after"" are sorely lacking. She is adrift in this strange new place until a divorce lawyer (Patrick Dempsey) comes to her aid. Giselle begins to fall for her flawed benefactor, but the storybook romance gets complicated when a prince from her world comes to rescue her.",93.0,RottenTomatoes
Eternal Sunshine of the Spotless Mind,2004,"After a painful breakup, Clementine (Kate Winslet) undergoes a procedure to erase memories of her former boyfriend Joel (Jim Carrey) from her mind. When Joel discovers that Clementine is going to extremes to forget their relationship, he undergoes the same procedure and slowly begins to forget the woman that he loved. Directed by former music video director Michel Gondry, the visually arresting film explores the intricacy of relationships and the pain of loss.",92.0,RottenTomatoes
The Town,2010,"Doug MacRay (Ben Affleck) leads a band of ruthless bank robbers and has no real attachments except for James (Jeremy Renner), who -- despite his dangerous temper -- is like a brother. Everything changes for Doug when James briefly takes a hostage, bank employee Claire Keesey. Learning that she lives in the gang's neighborhood, Doug seeks her out to discover what she knows, and he falls in love. As the romance deepens, he wants out of his criminal life, but that could threaten Claire.",92.0,RottenTomatoes
A Summer's Tale,1996,"Before beginning a new job, Gaspard (Melvil Poupaud) goes to a beach town to relax for a few weeks. He waits for Lena (Aurelia Nolin), a girl he has been casually dating for some time. When she does not arrive, he strikes up a friendship with waitress Margot (Amanda Langlet). Through her, Gaspard also meets Solene (Gwenaëlle Simon), a free spirit open to a physical relationship if he agrees to be faithful. As Gaspard spends time with each, he finds his feelings even further conflicted.",98.0,RottenTomatoes
Moonstruck,1987,"No sooner does Italian-American widow Loretta (Cher) accept a marriage proposal from her doltish boyfriend, Johnny (Danny Aiello), than she finds herself falling for his younger brother, Ronny (Nicolas Cage). She tries to resist, but Ronny lost his hand in an accident he blames on his brother, and has no scruples about aggressively pursuing her while Johnny is out of the country. As Loretta falls deeper in love, she comes to learn that she's not the only one in her family with a secret romance.",94.0,RottenTomatoes
Before Sunset,2004,"A sequel to ""Before Sunrise,"" this film starts nine years later as Jesse (Ethan Hawke) travels across Europe giving readings from a book he wrote about the night he spent in Vienna with Celine (Julie Delpy). After his reading in Paris, Celine finds him, and they spend part of the day together before Jesse has to again leave for a flight. They are both in relationships now, and Jesse has a son, but as their strong feelings for each other start to return, both confess a longing for more.",94.0,RottenTomatoes
Big Night,1996,"Chef Primo (Tony Shalhoub) and businessman Secondo (Stanley Tucci) are immigrant brothers from Italy who open their dream restaurant, Paradise, in New Jersey. However, Primo's authentic food is too unfamiliar for the local tastes, and the restaurant is struggling. When famous Italian-American bandleader Louis Prima is scheduled to appear at Paradise, the two brothers put all of their efforts into the important meal, which will likely decide the fate of their restaurant.",96.0,RottenTomatoes
Howards End,1992,"Helen Schlegel falls for Paul Wilcox, but is rebuffed. Her sister Margaret becomes friends with his mother, who promises her the family house, Howards End. Unfortunately, after her death, the will disappears and it appears the inheritance will disappear. Until the widower, Henry Wilcox, becomes attracted to Margaret.",94.0,RottenTomatoes
Shithouse,2020,A lonely college freshman forges a strong connection with his resident assistant during a fraternity party.,97.0,RottenTomatoes
Giant,1956,"Wealthy Texas rancher Bick Benedict (Rock Hudson) shakes things up at home when he returns from a trip to the East Coast with a love interest, the refined Leslie Lynnton (Elizabeth Taylor). Bick and Leslie get married, but she clashes with his sister, Luz (Mercedes McCambridge), and wins the admiration of the ambitious young Jett Rink (James Dean). Bick and Jett form a tense rivalry that continues to surface as the years pass and fortunes change in this sweeping drama.",93.0,RottenTomatoes
The Crying Game,1992,"Irish Republican Army member Fergus (Stephen Rea) forms an unexpected bond with Jody (Forest Whitaker), a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude (Miranda Richardson) and Maguire (Adrian Dunbar). Jody makes Fergus promise he'll visit his girlfriend, Dil (Jaye Davidson), in London, and when Fergus flees to the city, he seeks her out. Hounded by his former IRA colleagues, he finds himself increasingly drawn to the enigmatic, and surprising, Dil.",94.0,RottenTomatoes
Daughters of the Dust,1991,"At the dawn of the 20th century, a family in the Gullah community of coastal South Carolina -- former West African slaves who adopted many of their ancestors' Yoruba traditions -- suffers a generational split. Young Haagar (Kaycee Moore) wants to move to the mainland away from tradition-bound matriarch Nana (Cora Lee Day). Former prostitute Yellow Mary (Barbara-O) gets a cold shoulder when she returns to the island with her female lover, especially from her sister Viola (Cheryl Lynn Bruce).",93.0,RottenTomatoes
The Quiet Man,1952,"After accidentally killing an opponent in the ring, boxer Sean Thornton (John Wayne) leaves America and returns to his native Ireland, hoping buy his family's homestead and live in peace. In doing so, he runs afoul of Will Danaher (Victor McLaglen), who long coveted the property. Spitefully, Will objects when his fiery sister, Mary Kate (Maureen O'Hara), begins a romance with Sean, and refuses to hand over her dowry. Mary Kate refuses to consummate the marriage until Sean retrieves the money.",91.0,RottenTomatoes
The Little Mermaid,1989,"In Disney's beguiling animated romp, rebellious 16-year-old mermaid Ariel (Jodi Benson) is fascinated with life on land. On one of her visits to the surface, which are forbidden by her controlling father, King Triton, she falls for a human prince. Determined to be with her new love, Ariel makes a dangerous deal with the sea witch Ursula (Pat Carroll) to become human for three days. But when plans go awry for the star-crossed lovers, the king must make the ultimate sacrifice for his daughter.",93.0,RottenTomatoes
About a Boy,2002,"A comedy-drama starring Hugh Grant as Will, a rich, child-free and irresponsible Londoner in his thirties who, in search of available women, invents an imaginary son and starts attending single parent meetings. As a result of one of his liaisons, he meets Marcus, an odd 12-year-old boy with problems at school. Gradually, Will and Marcus become friends, and as Will teaches Marcus how to be a cool kid, Marcus helps Will to finally grow up.",93.0,RottenTomatoes
To All the Boys I've Loved Before,2018,A teenage girl's love letters are exposed and wreak havoc on her life.,96.0,RottenTomatoes
Monsoon Wedding,2001,"The exuberant ensemble comedy unites a Punjabi family for the wedding of a family member. Relatives from all over the world descend on Delhi for the wedding ceremony. Universal in theme, the film explores the bonds that unite families in touching, dramatic, and comedic ways.",95.0,RottenTomatoes
